Category	Chromosome	Loci Start	Loci End	Gene ID	Gene Symbol	Strand	Distance to TSS	Description	Conservation Score	Fractional Overlaping
Intron	chr3l	021346530	021347147	FBtr0078343	CG32436-RA	+	+2805	NA	NA	NA
5'UTR	chr3l	021382487	021383588	FBtr0333386	rgn-RD	+	+0536	NA	NA	NA
Intron	chr3l	021383955	021384230	FBtr0333386	rgn-RD	+	+1591	NA	NA	NA
5'UTR	chr3l	021432088	021435301	FBtr0078348	Aef1-RA	+	+0266	NA	NA	NA
Exon/CD	chr3l	021440277	021441624	FBtr0078397	CG5664-RA	-	+0413	NA	NA	NA
Intron	chr3l	021443462	021444799	FBtr0078396	CG5656-RA	-	+0689	NA	NA	NA
Intron	chr3l	021445908	021447461	FBtr0078351	Syx7-RA	+	+0850	NA	NA	NA
Upstream	chr3l	021476680	021477092	FBtr0078395	croc-RA	-	-0407	NA	NA	NA
Upstream	chr3l	021479416	021479658	FBtr0078395	croc-RA	-	-3058	NA	NA	NA
Upstream	chr3l	021479880	021480403	FBtr0078395	croc-RA	-	-3662	NA	NA	NA
Exon/CD	chr3l	021493065	021494021	FBtr0078353	CG7519-RA	+	+0460	NA	NA	NA
Exon/CD	chr3l	021495132	021495517	FBtr0303654	Hr78-RF	-	+1617	NA	NA	NA
Exon/CD	chr3l	021495619	021497400	FBtr0303654	Hr78-RF	-	+0432	NA	NA	NA
Intron	chr3l	021497574	021498441	FBtr0344642	CR43933-RB	+	+0470	NA	NA	NA
Intron	chr3l	021501429	021501772	FBtr0078388	Glg1-RA	-	+5938	NA	NA	NA
Upstream	chr3l	021505835	021509473	FBtr0332713	M6-RD	+	-0198	NA	NA	NA
Exon/CD	chr3l	021509645	021510710	FBtr0078356	M6-RB	+	+0296	NA	NA	NA
Intron	chr3l	021514556	021518843	FBtr0078357	Cdk12-RB	+	+0393	NA	NA	NA
Intron	chr3l	021523185	021525320	FBtr0301198	CG7611-RJ	+	+1066	NA	NA	NA
Exon/CD	chr3l	021528278	021529373	FBtr0089798	CG32442-RA	-	+0508	NA	NA	NA
Exon/CD	chr3l	021532278	021533692	FBtr0078383	Mkrn1-RA	-	+0728	NA	NA	NA
3'UTR	chr3l	021537064	021540935	FBtr0333464	COX8-RB	-	+0448	NA	NA	NA
Intron	chr3l	021553822	021554930	FBtr0346819	Wnk-RN	-	+0552	NA	NA	NA
Upstream	chr3l	021567980	021570256	FBtr0301601	SMC5-RF	+	-0058	NA	NA	NA
Intron	chr3l	021574552	021575620	FBtr0300057	CG32441-RC	+	+0529	NA	NA	NA
Upstream	chr3l	021597886	021598575	FBtr0078418	TfAP-2-RB	+	-0626	NA	NA	NA
Exon/CD	chr3l	021598846	021599746	FBtr0333466	TfAP-2-RD	+	+0440	NA	NA	NA
Upstream	chr3l	021616522	021618653	FBtr0301160	CG11307-RC	+	-0036	NA	NA	NA
Intron	chr3l	021626266	021627511	FBtr0078422	CG11306-RA	+	+0622	NA	NA	NA
Exon/CD	chr3l	021632757	021634450	FBtr0078464	MED1-RA	-	+0843	NA	NA	NA
Exon/CD	chr3l	021634982	021636138	FBtr0078423	ORMDL-RA	+	+0255	NA	NA	NA
Exon/CD	chr3l	021636800	021637336	FBtr0078424	CG32444-RA	+	+0121	NA	NA	NA
Intron	chr3l	021640936	021642089	FBtr0330117	Atox1-RB	+	+0517	NA	NA	NA
Upstream	chr3l	021644244	021644591	FBtr0347059	CR45956-RA	-	-0215	NA	NA	NA
5'UTR	chr3l	021645011	021645999	FBtr0333973	CG43980-RB	+	+0547	NA	NA	NA
5'UTR	chr3l	021658051	021658499	FBtr0333974	CG43980-RC	+	+0053	NA	NA	NA
Exon/CD	chr3l	021678457	021679737	FBtr0333966	CR43979-RA	+	+1095	NA	NA	NA
Exon/CD	chr3l	021680044	021681030	FBtr0333967	CG11248-RC	+	+0487	NA	NA	NA
Exon/CD	chr3l	021705089	021706230	FBtr0333970	CG32447-RD	-	+0706	NA	NA	NA
Intron	chr3l	021726309	021728808	FBtr0113184	CG11247-RC	-	+1115	NA	NA	NA
Exon/CD	chr3l	021728940	021730012	FBtr0078432	Rpb8-RA	+	+0544	NA	NA	NA
Exon/CD	chr3l	021737771	021738377	FBtr0078454	CG14567-RA	-	+0356	NA	NA	NA
Intron	chr3l	021769289	021770497	FBtr0078450	Syn1-RB	-	+0641	NA	NA	NA
Upstream	chr3l	021807418	021808136	FBtr0078437	eg-RB	+	-0926	NA	NA	NA
Exon/CD	chr3l	021821891	021824366	FBtr0078439	CycH-RA	+	+1131	NA	NA	NA
Exon/CD	chr3l	021824939	021828362	FBtr0303246	CG7414-RD	+	+1685	NA	NA	NA
Exon/CD	chr3l	021830965	021832383	FBtr0078448	CG7148-RA	-	+0579	NA	NA	NA
Exon/CD	chr3l	021832511	021834087	FBtr0089579	Nopp140-RB	+	+0525	NA	NA	NA
Exon/CD	chr3l	021834374	021834720	FBtr0089579	Nopp140-RB	+	+1773	NA	NA	NA
Intron	chr3l	021839139	021841656	FBtr0332813	P5CDh1-RF	-	+0801	NA	NA	NA
Intron	chr3l	021879571	021881250	FBtr0111017	mub-RD	+	+0833	NA	NA	NA
Intron	chr3l	021881440	021882020	FBtr0111017	mub-RD	+	+2153	NA	NA	NA
Intron	chr3l	021886638	021886929	FBtr0111017	mub-RD	+	+7206	NA	NA	NA
Exon/CD	chr3l	021934890	021935465	FBtr0078471	CG7442-RA	+	+0473	NA	NA	NA
Upstream	chr3l	021940845	021943179	FBtr0078489	DNApol-eta-RA	-	-0200	NA	NA	NA
Exon/CD	chr3l	021955099	021955774	FBtr0078475	CG7458-RA	+	+0326	NA	NA	NA
Intron	chr3l	021972122	021972527	FBtr0309869	CG7470-RB	+	+0322	NA	NA	NA
Intron	chr3l	021972679	021973687	FBtr0309869	CG7470-RB	+	+1181	NA	NA	NA
Exon/CD	chr3l	022065820	022066987	FBtr0078480	CG14561-RA	+	+0496	NA	NA	NA
3'UTR	chr3l	022070266	022076008	FBtr0078485	CG7133-RA	-	+1386	NA	NA	NA
Exon/CD	chr3l	022076100	022077799	FBtr0078481	RpLP0-RA	+	+0857	NA	NA	NA
Upstream	chr3l	022132484	022132781	FBtr0301492	olf413-RB	+	-3458	NA	NA	NA
5'UTR	chr3l	022136139	022137413	FBtr0333219	olf413-RC	+	+0686	NA	NA	NA
Exon/CD	chr3l	022261555	022262939	FBtr0078512	Rich-RA	-	+0674	NA	NA	NA
Exon/CD	chr3l	022263044	022264618	FBtr0078492	Ddx1-RA	+	+0462	NA	NA	NA
Exon/CD	chr3l	022264896	022265199	FBtr0078492	Ddx1-RA	+	+1678	NA	NA	NA
5'UTR	chr3l	022265361	022269404	FBtr0344983	Csp-RF	+	+0000	NA	NA	NA
Upstream	chr3l	022286885	022290023	FBtr0078500	Aats-ile-RD	+	-0211	NA	NA	NA
Intron	chr3l	022405357	022407808	FBtr0078509	Ten-m-RB	-	+1281	NA	NA	NA
Exon/CD	chr3l	022459820	022460670	FBtr0078508	laza-RA	-	+0886	NA	NA	NA
Exon/CD	chr3l	022466425	022467684	FBtr0078504	CG11438-RA	+	+0222	NA	NA	NA
Exon/CD	chr3l	022472217	022472700	FBtr0078506	CG11426-RA	+	+1902	NA	NA	NA
Exon/CD	chr3l	022668388	022668601	FBtr0306851	CR43270-RA	-	+1034	NA	NA	NA
Exon/CD	chr3l	022716188	022717285	FBtr0078539	ArfGAP3-RA	-	+0841	NA	NA	NA
Exon/CD	chr3l	022717351	022718968	FBtr0345591	CG32452-RC	+	+0431	NA	NA	NA
Exon/CD	chr3l	022726656	022727895	FBtr0078537	CG14450-RA	-	+0514	NA	NA	NA
Exon/CD	chr3l	022728102	022729394	FBtr0078528	CG11367-RA	+	+0637	NA	NA	NA
Intron	chr3l	022737784	022738375	FBtr0347061	CG11241-RC	-	+0341	NA	NA	NA
3'UTR	chr3l	022738599	022739392	FBtr0078535	l(3)04053-RA	-	+2393	NA	NA	NA
Upstream	chr3l	022739796	022743019	FBtr0078530	CG7369-RA	+	-0386	NA	NA	NA
Exon/CD	chr3l	022749403	022750336	FBtr0078533	SPoCk-RB	+	+0425	NA	NA	NA
5'UTR	chr3l	022773383	022775169	FBtr0302134	SPoCk-RE	+	+0239	NA	NA	NA
Intron	chr3l	022822021	022822587	FBtr0304985	jim-RE	-	+2531	NA	NA	NA
Intron	chr3l	022822720	022824811	FBtr0304985	jim-RE	-	+1070	NA	NA	NA
Intron	chr3l	022825193	022825424	FBtr0333213	jim-RI	-	+8080	NA	NA	NA
5'UTR	chr3l	022832203	022835237	FBtr0330076	jim-RF	-	+1474	NA	NA	NA
Downstream	chr3l	022835843	022836439	FBtr0345874	CG45428-RA	-	+0929	NA	NA	NA
Exon/CD	chr3l	022836739	022836989	FBtr0345874	CG45428-RA	-	+0206	NA	NA	NA
Exon/CD	chr3l	022837041	022837782	FBtr0078546	CG11226-RA	+	+0343	NA	NA	NA
Downstream	chr3l	022837979	022838515	FBtr0078546	CG11226-RA	+	+1179	NA	NA	NA
Downstream	chr3l	022838583	022839317	FBtr0078546	CG11226-RA	+	+1882	NA	NA	NA
Intron	chr3l	022852169	022852621	FBtr0308780	CR43426-RB	+	+0254	NA	NA	NA
5'UTR	chr3l	022863699	022865997	FBtr0337041	CG33170-RC	+	+0006	NA	NA	NA
Exon/CD	chr3l	022867163	022868274	FBtr0347060	CG11137-RB	-	+0525	NA	NA	NA
Intron	chr3l	022868776	022872051	FBtr0299906	Arf79F-RH	-	+1639	NA	NA	NA
Exon/CD	chr3l	022872136	022873602	FBtr0078553	CG11109-RA	+	+0611	NA	NA	NA
5'UTR	chr3l	022876705	022880777	FBtr0332053	Chro-RD	-	+0027	NA	NA	NA
Intron	chr3l	022888758	022889069	FBtr0078556	slif-RC	+	+3738	NA	NA	NA
Intron	chr3l	022889267	022890751	FBtr0078557	slif-RB	+	+0746	NA	NA	NA
5'UTR	chr3l	022910488	022911417	FBtr0331397	CG12768-RC	+	+0119	NA	NA	NA
Intron	chr3l	022945663	022946742	FBtr0078563	Mes2-RC	+	+0207	NA	NA	NA
5'UTR	chr3l	022998457	022998986	FBtr0333221	nrm-RI	+	+0349	NA	NA	NA
Intron	chr3l	022999215	022999429	FBtr0333221	nrm-RI	+	+0950	NA	NA	NA
Intron	chr3l	023093576	023095433	FBtr0333910	RpL10-RE	-	+0967	NA	NA	NA
Intron	chr3l	023099841	023101556	FBtr0345138	CkIIalpha-RF	+	+0482	NA	NA	NA
Exon/CD	chr3l	023126090	023127386	FBtr0070045	CG33217-RA	+	+0713	NA	NA	NA
Exon/CD	chr3l	023148713	023150311	FBtr0070046	CG32350-RA	-	+0987	NA	NA	NA
Intron	chr3l	023336464	023337941	FBtr0070038	alpha-Cat-RA	-	+0898	NA	NA	NA
Upstream	chr3l	023338912	023339152	FBtr0309729	mir-4942-RM	+	-0196	NA	NA	NA
Intron	chr3l	023339429	023340479	FBtr0070041	ND-MLRQ-RB	+	+0628	NA	NA	NA
Intron	chr3l	023579509	023580690	FBtr0301725	AGO3-RG	+	+24174	NA	NA	NA
Downstream	chr3l	023690150	023690564	FBtr0345051	CR45174-RA	-	+1311	NA	NA	NA
Exon/CD	chr3l	023715264	023716745	FBtr0333911	CG17454-RB	+	+0713	NA	NA	NA
Intron	chr3l	023737918	023739339	FBtr0333912	CG17698-RD	+	+0668	NA	NA	NA
Intron	chr3l	024028737	024030855	FBtr0331586	CG40045-RD	+	+1281	NA	NA	NA
Intron	chr3l	024231583	024232073	FBtr0111143	Snap25-RA	+	+157648	NA	NA	NA
Intron	chr3l	024537627	024538688	FBtr0111146	mRpS5-RA	+	+0794	NA	NA	NA
Upstream	chr3l	024723035	024724705	FBtr0339923	scro-RF	+	-0292	NA	NA	NA
Upstream	chr3l	024974658	024974981	FBtr0339924	ND-AGGG-RB	+	-1435	NA	NA	NA
Upstream	chr3l	025107344	025107685	FBtr0302245	Set1-RF	+	-0080	NA	NA	NA
Intron	chr3l	025107785	025108307	FBtr0302245	Set1-RF	+	+0452	NA	NA	NA
Exon/CD	chr3l	025109199	025110495	FBtr0302247	Set1-RH	+	+0569	NA	NA	NA
Exon/CD	chr3l	025114663	025115788	FBtr0113740	MED21-RA	-	+0613	NA	NA	NA
Downstream	chr3l	025120865	025122250	FBtr0301785	UQCR-11-RD	+	+0808	NA	NA	NA
Intron	chr3l	026012627	026013613	FBtr0333869	CG40178-RC	-	+0601	NA	NA	NA
Intron	chr3l	026013669	026014173	FBtr0113818	CG40178-RA	-	+0191	NA	NA	NA
Intron	chr3l	026222869	026223909	FBtr0301804	CG40160-RG	+	+1444	NA	NA	NA
Upstream	chr3l	026371500	026372080	FBtr0343637	CG42598-RB	-	-0434	NA	NA	NA
3'UTR	chr3l	027082893	027083685	FBtr0113841	CG40228-RC	-	+0617	NA	NA	NA
Exon/CD	chr3l	027136679	027137657	FBtr0344093	vtd-RB	+	+0643	NA	NA	NA
Downstream	chr3l	027267440	027269560	FBtr0309750	snoRNA	+	+0546	NA	NA	NA
Intron	chr3l	027279521	027280207	FBtr0331781	Dbp80-RE	+	+0548	NA	NA	NA
Intron	chr3l	028011332	028012323	FBtr0113748	CG17514-RA	-	+0772	NA	NA	NA
Upstream	chr2l	000005093	000006932	FBtr0330654	CG11023-RD	+	-1517	NA	NA	NA
Exon/CD	chr2l	000007574	000007986	FBtr0300690	CG11023-RC	+	+0251	NA	NA	NA
Exon/CD	chr2l	000017006	000017228	FBtr0078170	l(2)gl-RC	-	+1453	NA	NA	NA
Exon/CD	chr2l	000021894	000022647	FBtr0309810	CR43609-RA	+	+0318	NA	NA	NA
Intron	chr2l	000058071	000059151	FBtr0309227	Cda5-RH	-	+0657	NA	NA	NA
5'UTR	chr2l	000066206	000066870	FBtr0306539	dbr-RF	+	+0056	NA	NA	NA
Exon/CD	chr2l	000066943	000068575	FBtr0078100	dbr-RB	+	+0716	NA	NA	NA
Exon/CD	chr2l	000069068	000069605	FBtr0078100	dbr-RB	+	+2293	NA	NA	NA
Exon/CD	chr2l	000069835	000070562	FBtr0078100	dbr-RB	+	+3155	NA	NA	NA
3'UTR	chr2l	000071032	000071285	FBtr0078100	dbr-RB	+	+4115	NA	NA	NA
Intron	chr2l	000071401	000075145	FBtr0078101	galectin-RA	+	+0886	NA	NA	NA
Exon/CD	chr2l	000083928	000084244	FBtr0290323	net-RB	-	+3301	NA	NA	NA
Intron	chr2l	000084296	000084537	FBtr0290323	net-RB	-	+2971	NA	NA	NA
Intron	chr2l	000084741	000087459	FBtr0290323	net-RB	-	+1287	NA	NA	NA
Intron	chr2l	000094720	000095935	FBtr0078103	Zir-RA	+	+0588	NA	NA	NA
Intron	chr2l	000102335	000103579	FBtr0078104	CG11377-RA	+	+0577	NA	NA	NA
Exon/CD	chr2l	000105606	000106912	FBtr0301452	Nhe1-RB	-	+0473	NA	NA	NA
Intron	chr2l	000107043	000109949	FBtr0089434	Sam-S-RI	+	+0363	NA	NA	NA
Intron	chr2l	000110004	000110424	FBtr0089436	Sam-S-RG	+	+0620	NA	NA	NA
Intron	chr2l	000119408	000121157	FBtr0100307	CG4822-RE	-	+0349	NA	NA	NA
5'UTR	chr2l	000121443	000121771	FBtr0078159	CG4822-RB	-	+0147	NA	NA	NA
Intron	chr2l	000125563	000126606	FBtr0078154	CG3164-RB	-	+3161	NA	NA	NA
Intron	chr2l	000127038	000129314	FBtr0078154	CG3164-RB	-	+1069	NA	NA	NA
Intron	chr2l	000129372	000130140	FBtr0078153	CG3164-RA	-	+1035	NA	NA	NA
Exon/CD	chr2l	000132065	000134121	FBtr0300568	Gs1-RD	+	+1016	NA	NA	NA
Exon/CD	chr2l	000141894	000142562	FBtr0330644	CG31974-RC	-	+0344	NA	NA	NA
Exon/CD	chr2l	000142921	000144485	FBtr0078116	CG11454-RA	+	+0380	NA	NA	NA
Intron	chr2l	000154219	000158953	FBtr0078119	CG3436-RA	+	+0437	NA	NA	NA
Intron	chr2l	000159127	000161871	FBtr0332336	spen-RG	+	+1467	NA	NA	NA
Intron	chr2l	000161976	000162941	FBtr0332336	spen-RG	+	+3426	NA	NA	NA
Intron	chr2l	000163105	000163823	FBtr0332336	spen-RG	+	+4432	NA	NA	NA
Intron	chr2l	000164035	000164605	FBtr0332336	spen-RG	+	+5288	NA	NA	NA
Intron	chr2l	000164667	000166595	FBtr0332336	spen-RG	+	+6599	NA	NA	NA
Intron	chr2l	000166929	000168936	FBtr0332336	spen-RG	+	+8900	NA	NA	NA
Intron	chr2l	000169488	000169734	FBtr0332336	spen-RG	+	+10579	NA	NA	NA
Intron	chr2l	000171043	000171393	FBtr0332336	spen-RG	+	+12186	NA	NA	NA
Intron	chr2l	000172351	000172714	FBtr0332336	spen-RG	+	+13500	NA	NA	NA
Intron	chr2l	000172919	000173334	FBtr0332336	spen-RG	+	+14094	NA	NA	NA
Intron	chr2l	000181518	000181804	FBtr0332336	spen-RG	+	+22629	NA	NA	NA
5'UTR	chr2l	000182162	000184132	FBtr0332337	spen-RH	+	+0327	NA	NA	NA
Exon/CD	chr2l	000203712	000204723	FBtr0078124	mRpL10-RA	+	+0438	NA	NA	NA
Exon/CD	chr2l	000206953	000208506	FBtr0332339	Tbc1d15-17-RC	+	+0323	NA	NA	NA
Intron	chr2l	000220066	000222010	FBtr0078145	kis-RB	-	+0924	NA	NA	NA
Intron	chr2l	000222285	000222531	FBtr0299837	kis-RC	-	+28415	NA	NA	NA
Intron	chr2l	000223134	000223475	FBtr0299837	kis-RC	-	+27519	NA	NA	NA
Upstream	chr2l	000244039	000246767	FBtr0304343	mir-965-RM	-	-2262	NA	NA	NA
Downstream	chr2l	000246821	000253124	FBtr0336987	CR44218-RA	+	+1063	NA	NA	NA
3'UTR	chr2l	000270641	000279064	FBtr0330649	CG17078-RD	-	+2360	NA	NA	NA
Exon/CD	chr2l	000282243	000283493	FBtr0343780	CG11601-RC	-	+0327	NA	NA	NA
Exon/CD	chr2l	000283925	000284133	FBtr0347594	CR46262-RA	+	+0222	NA	NA	NA
Upstream	chr2l	000284605	000287005	FBtr0347595	CR46263-RA	+	-0578	NA	NA	NA
3'UTR	chr2l	000292234	000294669	FBtr0333408	U2af38-RB	-	+1230	NA	NA	NA
Exon/CD	chr2l	000295105	000296773	FBtr0078131	Hop-RA	+	+0817	NA	NA	NA
Intron	chr2l	000297911	000299970	FBtr0331208	Pi3K21B-RE	+	+1060	NA	NA	NA
Intron	chr2l	000300622	000300993	FBtr0331208	Pi3K21B-RE	+	+2927	NA	NA	NA
Intron	chr2l	000305771	000307375	FBtr0078049	Plc21C-RC	+	+0638	NA	NA	NA
Intron	chr2l	000356654	000357897	FBtr0330651	Ent1-RC	-	+0599	NA	NA	NA
Upstream	chr2l	000377293	000377808	FBtr0078053	al-RA	+	-0562	NA	NA	NA
5'UTR	chr2l	000378049	000378850	FBtr0078053	al-RA	+	+0337	NA	NA	NA
Exon/CD	chr2l	000401077	000401304	FBtr0331204	CG4213-RB	-	+0864	NA	NA	NA
Exon/CD	chr2l	000404210	000405345	FBtr0078054	RpI135-RA	+	+0492	NA	NA	NA
Intron	chr2l	000412449	000412937	FBtr0089488	AP-2alpha-RA	-	+2084	NA	NA	NA
5'UTR	chr2l	000412996	000417197	FBtr0078055	ebi-RA	+	+0029	NA	NA	NA
Exon/CD	chr2l	000418563	000419709	FBtr0078090	CG13690-RA	-	+0516	NA	NA	NA
3'UTR	chr2l	000419854	000421494	FBtr0078056	RpLP1-RA	+	+0722	NA	NA	NA
Exon/CD	chr2l	000421822	000422033	FBtr0078057	CG13692-RA	+	+0156	NA	NA	NA
Upstream	chr2l	000428474	000428774	FBtr0078059	ex-RA	+	-2603	NA	NA	NA
Upstream	chr2l	000430598	000430955	FBtr0078059	ex-RA	+	-0451	NA	NA	NA
Intron	chr2l	000431218	000434700	FBtr0329832	ex-RB	+	+1732	NA	NA	NA
Intron	chr2l	000434815	000435470	FBtr0329832	ex-RB	+	+3915	NA	NA	NA
Intron	chr2l	000435772	000436310	FBtr0329832	ex-RB	+	+4814	NA	NA	NA
Intron	chr2l	000437588	000437994	FBtr0329832	ex-RB	+	+6564	NA	NA	NA
Exon/CD	chr2l	000438479	000438750	FBtr0329832	ex-RB	+	+7387	NA	NA	NA
Downstream	chr2l	000440304	000440599	FBtr0329833	CR43717-RA	+	+0912	NA	NA	NA
5'UTR	chr2l	000451449	000454194	FBtr0078087	crq-RA	-	+0203	NA	NA	NA
5'UTR	chr2l	000455612	000455850	FBtr0078061	CG4133-RA	+	+0200	NA	NA	NA
Exon/CD	chr2l	000455919	000456402	FBtr0078061	CG4133-RA	+	+0629	NA	NA	NA
Intron	chr2l	000470346	000472215	FBtr0310035	CG4297-RD	-	+0275	NA	NA	NA
Upstream	chr2l	000472469	000472677	FBtr0310034	CG4297-RC	-	-0373	NA	NA	NA
Exon/CD	chr2l	000473047	000474271	FBtr0078062	MED15-RA	+	+0646	NA	NA	NA
Intron	chr2l	000476865	000480995	FBtr0333012	ush-RD	+	+2710	NA	NA	NA
Upstream	chr2l	000481490	000482641	FBtr0310030	cbt-RC	-	-2377	NA	NA	NA
Upstream	chr2l	000486099	000486889	FBtr0347589	CR46258-RA	+	-4341	NA	NA	NA
Upstream	chr2l	000487437	000488064	FBtr0347589	CR46258-RA	+	-3085	NA	NA	NA
Intron	chr2l	000490854	000492517	FBtr0310027	ush-RB	+	+0850	NA	NA	NA
Intron	chr2l	000523813	000524770	FBtr0329895	ush-RC	+	+0555	NA	NA	NA
Intron	chr2l	000524920	000525300	FBtr0329895	ush-RC	+	+1374	NA	NA	NA
Exon/CD	chr2l	000541221	000542606	FBtr0310028	lwr-RC	-	+0667	NA	NA	NA
Exon/CD	chr2l	000542793	000544651	FBtr0078080	Spp-RA	-	+0931	NA	NA	NA
3'UTR	chr2l	000545147	000545444	FBtr0344014	Ets21C-RC	-	+7159	NA	NA	NA
3'UTR	chr2l	000545790	000546174	FBtr0344014	Ets21C-RC	-	+6472	NA	NA	NA
Intron	chr2l	000547713	000548152	FBtr0344014	Ets21C-RC	-	+4522	NA	NA	NA
Intron	chr2l	000548568	000548776	FBtr0344014	Ets21C-RC	-	+3782	NA	NA	NA
5'UTR	chr2l	000552083	000552443	FBtr0344014	Ets21C-RC	-	+0191	NA	NA	NA
5'UTR	chr2l	000559335	000560980	FBtr0303763	rempA-RC	-	+0153	NA	NA	NA
Exon/CD	chr2l	000564087	000565902	FBtr0078067	CG2794-RA	+	+0831	NA	NA	NA
5'UTR	chr2l	000566525	000569666	FBtr0078075	Nle-RA	-	+0026	NA	NA	NA
Exon/CD	chr2l	000569717	000570180	FBtr0078068	CG2807-RA	+	+1608	NA	NA	NA
5'UTR	chr2l	000573041	000575488	FBtr0078074	Ipk2-RA	-	+0000	NA	NA	NA
5'UTR	chr2l	000576538	000576893	FBtr0346650	Ptth-RF	-	+0181	NA	NA	NA
Intron	chr2l	000602687	000603431	FBtr0310023	CG13689-RB	+	+0246	NA	NA	NA
Intron	chr2l	000712575	000714919	FBtr0344054	CR44988-RA	+	+3179	NA	NA	NA
5'UTR	chr2l	000810553	000812627	FBtr0078009	Dbp21E2-RA	+	+0006	NA	NA	NA
Exon/CD	chr2l	000814767	000817834	FBtr0078010	Pex12-RA	+	+0307	NA	NA	NA
Upstream	chr2l	000818305	000821270	FBtr0078011	Clp-RA	+	-0177	NA	NA	NA
5'UTR	chr2l	000821400	000823754	FBtr0100469	CG3662-RB	+	+1155	NA	NA	NA
Intron	chr2l	000824315	000828884	FBtr0332973	dock-RD	+	+0630	NA	NA	NA
Intron	chr2l	000839274	000840940	FBtr0302121	drongo-RG	-	+2836	NA	NA	NA
Intron	chr2l	000841177	000843271	FBtr0302121	drongo-RG	-	+0719	NA	NA	NA
Intron	chr2l	000843733	000844454	FBtr0302612	drongo-RH	-	+6978	NA	NA	NA
Intron	chr2l	000845164	000851043	FBtr0302612	drongo-RH	-	+2968	NA	NA	NA
5'UTR	chr2l	000851391	000854420	FBtr0334794	kraken-RB	+	+0057	NA	NA	NA
Intron	chr2l	000855650	000855975	FBtr0334795	CG13949-RB	+	+0341	NA	NA	NA
Downstream	chr2l	000856271	000857353	FBtr0334795	CG13949-RB	+	+1341	NA	NA	NA
Downstream	chr2l	000857481	000858932	FBtr0304182	mir-375-RM	+	+0664	NA	NA	NA
Upstream	chr2l	000859184	000859461	FBtr0078018	CG13950-RA	+	-0987	NA	NA	NA
Intron	chr2l	000865007	000865744	FBtr0078033	aru-RA	-	+0486	NA	NA	NA
Exon/CD	chr2l	000868634	000870217	FBtr0078030	dbe-RA	-	+0432	NA	NA	NA
Exon/CD	chr2l	000870997	000873030	FBtr0091486	PNUTS-RA	+	+0918	NA	NA	NA
Intron	chr2l	001075621	001076180	FBtr0077993	S-RB	-	+1915	NA	NA	NA
Upstream	chr2l	001076317	001079317	FBtr0077994	S-RA	-	-0006	NA	NA	NA
Exon/CD	chr2l	001080345	001080766	FBtr0077952	ast-RA	+	+2607	NA	NA	NA
Intron	chr2l	001080900	001082084	FBtr0077953	Atg4a-RA	+	+0581	NA	NA	NA
Intron	chr2l	001101659	001102429	FBtr0332570	CG4629-RE	-	+0460	NA	NA	NA
Exon/CD	chr2l	001107395	001108453	FBtr0332273	mtRNApol-RB	-	+0449	NA	NA	NA
Intron	chr2l	001116285	001119038	FBtr0077988	Pino-RA	-	+1370	NA	NA	NA
Intron	chr2l	001119654	001120209	FBtr0077987	Pino-RB	-	+9022	NA	NA	NA
Intron	chr2l	001120967	001121175	FBtr0077987	Pino-RB	-	+7882	NA	NA	NA
Intron	chr2l	001126027	001126347	FBtr0077987	Pino-RB	-	+2766	NA	NA	NA
Intron	chr2l	001126707	001127297	FBtr0077987	Pino-RB	-	+1951	NA	NA	NA
Intron	chr2l	001127687	001129104	FBtr0077987	Pino-RB	-	+0558	NA	NA	NA
Exon/CD	chr2l	001129280	001130591	FBtr0077956	CG4552-RA	+	+0619	NA	NA	NA
Intron	chr2l	001143220	001145068	FBtr0077958	MFS3-RA	+	+0943	NA	NA	NA
Exon/CD	chr2l	001147667	001152080	FBtr0077985	Tfb4-RA	-	+0804	NA	NA	NA
Exon/CD	chr2l	001153077	001153735	FBtr0100023	capt-RB	-	+2905	NA	NA	NA
Intron	chr2l	001155294	001159979	FBtr0100022	capt-RA	-	+0626	NA	NA	NA
3'UTR	chr2l	001160042	001160390	FBtr0077961	Tango14-RA	+	+1555	NA	NA	NA
Intron	chr2l	001163251	001164235	FBtr0077981	CG5080-RB	-	+0143	NA	NA	NA
Exon/CD	chr2l	001164355	001167972	FBtr0077962	IntS14-RA	+	+1720	NA	NA	NA
Exon/CD	chr2l	001168104	001169977	FBtr0304710	Plap-RB	-	+0902	NA	NA	NA
Exon/CD	chr2l	001170040	001174096	FBtr0077979	CG5118-RA	-	+0737	NA	NA	NA
Exon/CD	chr2l	001176922	001179030	FBtr0308698	CG4896-RG	+	+0286	NA	NA	NA
5'UTR	chr2l	001182972	001188729	FBtr0307056	CG5001-RB	+	+0093	NA	NA	NA
Exon/CD	chr2l	001240087	001241012	FBtr0335383	CG5397-RB	+	+0513	NA	NA	NA
Intron	chr2l	001417867	001418208	FBtr0329985	robo2-RB	-	+2416	NA	NA	NA
Intron	chr2l	001418261	001420400	FBtr0329985	robo2-RB	-	+1123	NA	NA	NA
Intron	chr2l	001501996	001503143	FBtr0334820	CG7420-RB	-	+0335	NA	NA	NA
Intron	chr2l	001555144	001556677	FBtr0310020	haf-RE	+	+0781	NA	NA	NA
Upstream	chr2l	001609868	001612541	FBtr0077916	CG31935-RA	-	-0047	NA	NA	NA
Exon/CD	chr2l	001612609	001614135	FBtr0334842	RFeSP-RD	-	+0788	NA	NA	NA
Upstream	chr2l	001650769	001651067	FBtr0077877	chinmo-RD	+	-0340	NA	NA	NA
